date,lifespan_sex,lifespan_val,region
2011-01-01,Все население,70.45,Тюменская область
2011-01-01,Все население,70.91,Ханты-Мансийский  автономный округ – Югра
2011-01-01,Все население,70.16,Ямало-Ненецкий  автономный округ
2011-01-01,Все население,69.41,Тюменская область  без автономных округов
2011-01-01,Все население,68.79,ая область
2011-01-01,Все население,67.72,Сибирский  федеральный округ1)
2011-01-01,Все население,65.4,Республика Алтай
2011-01-01,Все население,61.39,Республика Тыва
2011-01-01,Все население,67.75,Республика Хакасия
2011-01-01,Все население,68.97,Алтайский край
2011-01-01,Все население,68.27,Красноярский край
2011-01-01,Все население,65.93,Иркутская область
2011-01-01,Все население,66.18,Кемеровская область
2011-01-01,Все население,69.68,Новосибирская область 
2011-01-01,Все население,69.5,Омская область
2011-01-01,Все население,69.53,Томская область
2011-01-01,Все население,66.36,Дальневосточный  федеральный округ1)
2011-01-01,Все население,66.09,Республика Бурятия
2011-01-01,Все население,67.67,Республика Саха (Якутия)
2011-01-01,Все население,65.75,Забайкальский край
2011-01-01,Все население,66.57,Камчатский край
2011-01-01,Все население,67.17,Приморский край
2011-01-01,Все население,66.0,Хабаровский край 
2011-01-01,Все население,64.82,Амурская область
2011-01-01,Все население,65.99,Магаданская область
2011-01-01,Все население,65.68,Сахалинская область
2011-01-01,Все население,63.35,Еврейская автономная  область
2011-01-01,Все население,61.58,Чукотский автономный  округ
2012-01-01,Все население,69.32,Республика Башкортостан
2012-01-01,Все население,69.04,Республика Марий Эл
2012-01-01,Все население,70.72,Республика Мордовия
2012-01-01,Все население,71.8,Республика Татарстан
2012-01-01,Все население,69.73,Удмуртская Республика
2012-01-01,Все население,70.31,Чувашская Республика
2012-01-01,Все население,68.28,Пермский край
2012-01-01,Все население,69.79,Кировская область
2012-01-01,Все население,68.98,Нижегородская область 
2012-01-01,Все население,68.64,Оренбургская область
2012-01-01,Все население,70.87,Пензенская область
2012-01-01,Все население,69.65,Самарская область
2012-01-01,Все население,70.27,Саратовская область
2012-01-01,Все население,70.62,Ульяновская область
2012-01-01,Все население,69.65,Уральский  федеральный округ
2012-01-01,Все население,68.35,Курганская область
2012-01-01,Все население,69.5,Свердловская область 
2012-01-01,Все население,70.8,Тюменская область
2012-01-01,Все население,71.79,Ханты-Мансийский  автономный округ – Югра
2012-01-01,Все население,70.66,Ямало-Ненецкий  автономный округ
2012-01-01,Все население,69.45,Тюменская область  без автономных округов
2012-01-01,Все население,68.97,ая область
2012-01-01,Все население,67.99,Сибирский  федеральный округ1)
2012-01-01,Все население,66.8,Республика Алтай
2012-01-01,Все население,61.09,Республика Тыва
2012-01-01,Все население,67.64,Республика Хакасия
2012-01-01,Все население,69.11,Алтайский край
2012-01-01,Все население,68.42,Красноярский край
2012-01-01,Все население,66.32,Иркутская область
2012-01-01,Все население,66.76,Кемеровская область
2012-01-01,Все население,69.72,Новосибирская область 
2012-01-01,Все население,69.25,Омская область
2012-01-01,Все население,70.07,Томская область
2012-01-01,Все население,67.0,Дальневосточный  федеральный округ1)
2012-01-01,Все население,66.79,Республика Бурятия
2012-01-01,Все население,67.93,Республика Саха (Якутия)
2012-01-01,Все население,66.24,Забайкальский край
2012-01-01,Все население,67.29,Камчатский край
2012-01-01,Все население,67.79,Приморский край
2012-01-01,Все население,67.13,Хабаровский край 
2012-01-01,Все население,65.12,Амурская область
2012-01-01,Все население,66.15,Магаданская область
2012-01-01,Все население,66.63,Сахалинская область
2012-01-01,Все население,64.14,Еврейская автономная  область
2012-01-01,Все население,60.79,Чукотский автономный  округ
2013-01-01,Все население,69.63,Республика Башкортостан
2013-01-01,Все население,69.3,Республика Марий Эл
2013-01-01,Все население,70.56,Республика Мордовия
2013-01-01,Все население,72.12,Республика Татарстан
2013-01-01,Все население,69.92,Удмуртская Республика
2013-01-01,Все население,70.79,Чувашская Республика
2013-01-01,Все население,68.75,Пермский край
2013-01-01,Все население,70.26,Кировская область
2013-01-01,Все население,69.42,Нижегородская область 
2013-01-01,Все население,68.9,Оренбургская область
2013-01-01,Все население,71.54,Пензенская область
2013-01-01,Все население,69.4,Самарская область
2013-01-01,Все население,70.67,Саратовская область
2013-01-01,Все население,70.5,Ульяновская область
2013-01-01,Все население,70.06,Уральский  федеральный округ
2013-01-01,Все население,68.27,Курганская область
2013-01-01,Все население,69.81,Свердловская область 
2013-01-01,Все население,71.35,Тюменская область
2013-01-01,Все население,72.23,Ханты-Мансийский  автономный округ – Югра
2013-01-01,Все население,71.23,Ямало-Ненецкий  автономный округ
2013-01-01,Все население,70.14,Тюменская область  без автономных округов
2013-01-01,Все население,69.52,ая область
2013-01-01,Все население,68.63,Сибирский  федеральный округ1)
2013-01-01,Все население,67.34,Республика Алтай
2013-01-01,Все население,61.79,Республика Тыва
2013-01-01,Все население,68.57,Республика Хакасия
2013-01-01,Все население,69.77,Алтайский край
2013-01-01,Все население,69.06,Красноярский край
2013-01-01,Все население,66.72,Иркутская область
2013-01-01,Все население,67.72,Кемеровская область
2013-01-01,Все население,70.19,Новосибирская область 
2013-01-01,Все население,69.74,Омская область
2013-01-01,Все население,70.33,Томская область
2013-01-01,Все население,67.81,Дальневосточный  федеральный округ1)
2013-01-01,Все население,67.67,Республика Бурятия
2013-01-01,Все население,69.13,Республика Саха (Якутия)
2013-01-01,Все население,67.11,Забайкальский край
2013-01-01,Все население,67.98,Камчатский край
2013-01-01,Все население,68.19,Приморский край
2013-01-01,Все население,67.92,Хабаровский край 
2013-01-01,Все население,66.38,Амурская область
2013-01-01,Все население,67.12,Магаданская область
2013-01-01,Все население,67.7,Сахалинская область
2013-01-01,Все население,64.94,Еврейская автономная  область
2013-01-01,Все население,62.11,Чукотский автономный  округ
2014-01-01,Все население,69.76,Республика Башкортостан
2014-01-01,Все население,69.42,Республика Марий Эл
2014-01-01,Все население,71.38,Республика Мордовия
2014-01-01,Все население,72.17,Республика Татарстан
2014-01-01,Все население,70.03,Удмуртская Республика
2014-01-01,Все население,70.62,Чувашская Республика
2014-01-01,Все население,69.04,Пермский край
2014-01-01,Все население,70.59,Кировская область
2014-01-01,Все население,69.53,Нижегородская область 
2014-01-01,Все население,68.73,Оренбургская область
2014-01-01,Все население,71.63,Пензенская область
2014-01-01,Все население,69.63,Самарская область
2014-01-01,Все население,70.95,Саратовская область
2014-01-01,Все население,70.37,Ульяновская область
2014-01-01,Все население,70.2,Уральский  федеральный округ
2014-01-01,Все население,68.75,Курганская область
2014-01-01,Все население,69.76,Свердловская область 
2014-01-01,Все население,71.5,Тюменская область
2014-01-01,Все население,72.27,Ханты-Мансийский  автономный округ – Югра
2014-01-01,Все население,71.92,Ямало-Ненецкий  автономный округ
2014-01-01,Все население,70.32,Тюменская область  без автономных округов
2014-01-01,Все население,69.71,ая область
2014-01-01,Все население,68.85,Сибирский  федеральный округ1)
2014-01-01,Все население,67.76,Республика Алтай
2014-01-01,Все население,61.79,Республика Тыва
2014-01-01,Все население,68.83,Республика Хакасия
2014-01-01,Все население,70.01,Алтайский край
2014-01-01,Все население,69.23,Красноярский край
2014-01-01,Все население,66.87,Иркутская область
2014-01-01,Все население,67.8,Кемеровская область
2014-01-01,Все население,70.28,Новосибирская область 
2014-01-01,Все население,70.13,Омская область
2014-01-01,Все население,70.67,Томская область
2014-01-01,Все население,68.21,Дальневосточный  федеральный округ1)
2014-01-01,Все население,68.54,Республика Бурятия
2014-01-01,Все население,69.81,Республика Саха (Якутия)
2014-01-01,Все население,67.38,Забайкальский край
2014-01-01,Все население,68.06,Камчатский край
2014-01-01,Все население,68.74,Приморский край
2014-01-01,Все население,68.01,Хабаровский край 
2014-01-01,Все население,67.0,Амурская область
2014-01-01,Все население,67.19,Магаданская область
2014-01-01,Все население,67.89,Сахалинская область
2014-01-01,Все население,65.2,Еврейская автономная  область
2014-01-01,Все население,62.32,Чукотский автономный  округ
2015-01-01,Все население,70.08,Республика Башкортостан
2015-01-01,Все население,69.8,Республика Марий Эл
2015-01-01,Все население,72.06,Республика Мордовия
2015-01-01,Все население,72.81,Республика Татарстан
2015-01-01,Все население,70.46,Удмуртская Республика
2015-01-01,Все население,71.35,Чувашская Республика
2015-01-01,Все население,69.09,Пермский край
2015-01-01,Все население,71.11,Кировская область
2015-01-01,Все население,70.17,Нижегородская область 
2015-01-01,Все население,69.63,Оренбургская область
2015-01-01,Все население,72.12,Пензенская область
2015-01-01,Все население,70.35,Самарская область
2015-01-01,Все население,71.4,Саратовская область
2015-01-01,Все население,70.46,Ульяновская область
2015-01-01,Все население,70.38,Уральский  федеральный округ
2015-01-01,Все население,69.03,Курганская область
2015-01-01,Все население,69.83,Свердловская область 
2015-01-01,Все население,71.76,Тюменская область
2015-01-01,Все население,72.58,Ханты-Мансийский  автономный округ – Югра
2015-01-01,Все население,71.7,Ямало-Ненецкий  автономный округ
2015-01-01,Все население,70.58,Тюменская область  без автономных округов
2015-01-01,Все население,69.9,ая область
2015-01-01,Все население,69.31,Сибирский  федеральный округ1)
2015-01-01,Все население,68.44,Республика Алтай
2015-01-01,Все население,63.13,Республика Тыва
2015-01-01,Все население,68.68,Республика Хакасия
2015-01-01,Все население,70.44,Алтайский край
2015-01-01,Все население,69.69,Красноярский край
2015-01-01,Все население,67.37,Иркутская область
2015-01-01,Все население,68.31,Кемеровская область
2015-01-01,Все население,70.86,Новосибирская область 
2015-01-01,Все население,70.41,Омская область
2015-01-01,Все население,71.25,Томская область
2015-01-01,Все население,68.68,Дальневосточный  федеральный округ1)
2015-01-01,Все население,69.15,Республика Бурятия
2015-01-01,Все население,70.29,Республика Саха (Якутия)
2015-01-01,Все население,67.34,Забайкальский край
2015-01-01,Все население,68.56,Камчатский край
2015-01-01,Все население,69.21,Приморский край
2015-01-01,Все население,68.72,Хабаровский край 
2015-01-01,Все население,67.27,Амурская область
2015-01-01,Все население,68.11,Магаданская область
2015-01-01,Все население,67.99,Сахалинская область
2015-01-01,Все население,65.04,Еврейская автономная  область
2015-01-01,Все население,64.16,Чукотский автономный  округ
2016-01-01,Все население,71.0,Республика Башкортостан
2016-01-01,Все население,70.75,Республика Марий Эл
2016-01-01,Все население,72.25,Республика Мордовия
2016-01-01,Все население,73.64,Республика Татарстан
2016-01-01,Все население,70.86,Удмуртская Республика
2016-01-01,Все население,71.52,Чувашская Республика
2016-01-01,Все население,69.74,Пермский край
2016-01-01,Все население,71.71,Кировская область
2016-01-01,Все население,70.75,Нижегородская область 
2016-01-01,Все население,70.57,Оренбургская область
2016-01-01,Все население,72.53,Пензенская область
2016-01-01,Все население,71.08,Самарская область
2016-01-01,Все население,72.07,Саратовская область
2016-01-01,Все население,70.97,Ульяновская область
2016-01-01,Все население,70.82,Уральский  федеральный округ
2016-01-01,Все население,69.43,Курганская область
2016-01-01,Все население,70.02,Свердловская область 
2016-01-01,Все население,72.33,Тюменская область
2016-01-01,Все население,73.5,Ханты-Мансийский  автономный округ – Югра
2016-01-01,Все население,72.13,Ямало-Ненецкий  автономный округ
2016-01-01,Все население,71.03,Тюменская область  без автономных округов
2016-01-01,Все население,70.5,ая область
2016-01-01,Все население,69.81,Сибирский  федеральный округ1)
2016-01-01,Все население,70.13,Республика Алтай
2016-01-01,Все население,64.21,Республика Тыва
2016-01-01,Все население,69.33,Республика Хакасия
2016-01-01,Все население,70.74,Алтайский край
2016-01-01,Все население,70.01,Красноярский край
2016-01-01,Все население,68.2,Иркутская область
2016-01-01,Все население,68.72,Кемеровская область
2016-01-01,Все население,71.2,Новосибирская область 
2016-01-01,Все население,70.78,Омская область
2016-01-01,Все население,71.66,Томская область
2016-01-01,Все население,69.22,Дальневосточный  федеральный округ1)
2016-01-01,Все население,69.61,Республика Бурятия
2016-01-01,Все население,70.84,Республика Саха (Якутия)
2016-01-01,Все население,68.33,Забайкальский край
2016-01-01,Все население,68.66,Камчатский край
2016-01-01,Все население,69.66,Приморский край
2016-01-01,Все население,69.13,Хабаровский край 
2016-01-01,Все население,68.28,Амурская область
2016-01-01,Все население,69.0,Магаданская область
2016-01-01,Все население,68.66,Сахалинская область
2016-01-01,Все население,65.88,Еврейская автономная  область
2016-01-01,Все население,64.42,Чукотский автономный  округ
2017-01-01,Все население,71.73,Республика Башкортостан
2017-01-01,Все население,72.24,Республика Марий Эл
2017-01-01,Все население,73.4,Республика Мордовия
2017-01-01,Все население,74.2,Республика Татарстан
2017-01-01,Все население,72.06,Удмуртская Республика
2017-01-01,Все население,72.73,Чувашская Республика
2017-01-01,Все население,70.79,Пермский край
2017-01-01,Все население,72.72,Кировская область
2017-01-01,Все население,71.88,Нижегородская область 
2017-01-01,Все население,70.94,Оренбургская область
2017-01-01,Все население,73.34,Пензенская область
2017-01-01,Все население,71.73,Самарская область
2017-01-01,Все население,72.88,Саратовская область
2017-01-01,Все население,72.34,Ульяновская область
2017-01-01,Все население,71.85,Уральский  федеральный округ
2017-01-01,Все население,70.8,Курганская область
2017-01-01,Все население,71.23,Свердловская область 
2017-01-01,Все население,73.1,Тюменская область
2017-01-01,Все население,73.87,Ханты-Мансийский  автономный округ – Югра
2017-01-01,Все население,73.53,Ямало-Ненецкий  автономный округ
2017-01-01,Все население,72.06,Тюменская область  без автономных округов
2017-01-01,Все население,71.53,ая область
2017-01-01,Все население,70.5,Сибирский  федеральный округ1)
2017-01-01,Все население,71.15,Республика Алтай
2017-01-01,Все население,66.29,Республика Тыва
2017-01-01,Все население,70.21,Республика Хакасия
2017-01-01,Все население,71.1,Алтайский край
2017-01-01,Все население,70.61,Красноярский край
2017-01-01,Все население,69.19,Иркутская область
2017-01-01,Все население,69.35,Кемеровская область
2017-01-01,Все население,71.57,Новосибирская область 
2017-01-01,Все население,71.49,Омская область
2017-01-01,Все население,72.02,Томская область
2017-01-01,Все население,70.09,Дальневосточный  федеральный округ1)
2017-01-01,Все население,70.69,Республика Бурятия
2017-01-01,Все население,71.68,Республика Саха (Якутия)
2017-01-01,Все население,69.64,Забайкальский край
2017-01-01,Все население,70.06,Камчатский край
2017-01-01,Все население,70.36,Приморский край
2017-01-01,Все население,69.74,Хабаровский край 
2017-01-01,Все население,69.06,Амурская область
2017-01-01,Все население,69.37,Магаданская область
2017-01-01,Все население,70.19,Сахалинская область
2017-01-01,Все население,68.83,Еврейская автономная  область
2017-01-01,Все население,66.1,Чукотский автономный  округ
2018-01-01,Все население,72.06,Республика Башкортостан
2018-01-01,Все население,71.99,Республика Марий Эл
2018-01-01,Все население,73.66,Республика Мордовия
2018-01-01,Все население,74.35,Республика Татарстан
2018-01-01,Все население,72.45,Удмуртская Республика
2018-01-01,Все население,72.95,Чувашская Республика
2018-01-01,Все население,70.72,Пермский край
2018-01-01,Все население,72.47,Кировская область
2018-01-01,Все население,71.69,Нижегородская область 
2018-01-01,Все население,71.45,Оренбургская область
2018-01-01,Все население,73.21,Пензенская область
2018-01-01,Все население,72.31,Самарская область
2018-01-01,Все население,72.95,Саратовская область
2018-01-01,Все население,72.17,Ульяновская область
2018-01-01,Все население,72.01,Уральский  федеральный округ
2018-01-01,Все население,70.78,Курганская область
2018-01-01,Все население,71.29,Свердловская область 
2018-01-01,Все население,73.4,Тюменская область
2018-01-01,Все население,74.28,Ханты-Мансийский  автономный округ – Югра
2018-01-01,Все население,74.07,Ямало-Ненецкий  автономный округ
2018-01-01,Все население,72.08,Тюменская область  без автономных округов
2018-01-01,Все население,71.64,ая область
2018-01-01,Все население,70.73,Сибирский  федеральный округ1)
2018-01-01,Все население,70.59,Республика Алтай
2018-01-01,Все население,66.47,Республика Тыва
2018-01-01,Все население,71.15,Республика Хакасия
2018-01-01,Все население,71.11,Алтайский край
2018-01-01,Все население,70.71,Красноярский край
2018-01-01,Все население,69.31,Иркутская область
2018-01-01,Все население,69.32,Кемеровская область
2018-01-01,Все население,71.83,Новосибирская область 
2018-01-01,Все население,71.96,Омская область
2018-01-01,Все население,72.84,Томская область
2018-01-01,Все население,70.2,Дальневосточный  федеральный округ1)
2018-01-01,Все население,70.84,Республика Бурятия
2018-01-01,Все население,72.72,Республика Саха (Якутия)
2018-01-01,Все население,68.99,Забайкальский край
2018-01-01,Все население,70.09,Камчатский край
2018-01-01,Все население,70.48,Приморский край
2018-01-01,Все население,70.19,Хабаровский край 
2018-01-01,Все население,69.11,Амурская область
2018-01-01,Все население,69.62,Магаданская область
2018-01-01,Все население,69.92,Сахалинская область
2018-01-01,Все население,68.6,Еврейская автономная  область
2018-01-01,Все население,63.58,Чукотский автономный  округ
2005-01-01,Мужчины,58.92,Российская Федерация
2005-01-01,Мужчины,60.01,Центральный  федеральный округ
2005-01-01,Мужчины,62.22,Белгородская область
2005-01-01,Мужчины,56.06,Брянская область
2005-01-01,Мужчины,56.41,Владимирская область
2005-01-01,Мужчины,59.76,Воронежская область
2005-01-01,Мужчины,55.11,Ивановская область
2005-01-01,Мужчины,57.58,Калужская область
2005-01-01,Мужчины,55.93,Костромская область
2005-01-01,Мужчины,58.01,Курская область
2005-01-01,Мужчины,59.37,Липецкая область
2005-01-01,Мужчины,59.28,Московская область
2005-01-01,Мужчины,58.07,Орловская область
2005-01-01,Мужчины,56.8,Рязанская область
2005-01-01,Мужчины,55.17,Смоленская область
2005-01-01,Мужчины,58.61,Тамбовская область
2005-01-01,Мужчины,54.51,Тверская область
2005-01-01,Мужчины,55.98,Тульская область
2005-01-01,Мужчины,56.83,Ярославская область
2005-01-01,Мужчины,66.72,г. Москва
2005-01-01,Мужчины,57.48,Северо-Западный  федеральный округ
2005-01-01,Мужчины,55.03,Республика Карелия
2005-01-01,Мужчины,55.82,Республика Коми
2005-01-01,Мужчины,56.16,Архангельская область
2005-01-01,Мужчины,55.59,Ненецкий автономный округ
2005-01-01,Мужчины,56.18,Архангельская область  без автономного округа
2005-01-01,Мужчины,56.12,Вологодская область
2005-01-01,Мужчины,54.86,Калининградская область
2005-01-01,Мужчины,55.74,Ленинградская область
2005-01-01,Мужчины,57.65,Мурманская область
2005-01-01,Мужчины,54.74,Новгородская область
2005-01-01,Мужчины,53.81,Псковская область
2005-01-01,Мужчины,61.67,г. Санкт-Петербург
2005-01-01,Мужчины,61.05,Южный  федеральный округ
2005-01-01,Мужчины,61.93,Республика Адыгея
2005-01-01,Мужчины,61.17,Республика Калмыкия
2005-01-01,Мужчины,61.59,Краснодарский край
2005-01-01,Мужчины,58.44,Астраханская область
2005-01-01,Мужчины,60.74,Волгоградская область
2005-01-01,Мужчины,61.06,Ростовская область
2005-01-01,Мужчины,64.58,Северо-Кавказский  федеральный округ
2005-01-01,Мужчины,69.05,Республика Дагестан
2005-01-01,Мужчины,69.91,Республика Ингушетия 
2005-01-01,Мужчины,62.78,Кабардино-Балкарская  Республика
2005-01-01,Мужчины,63.65,Карачаево-Черкесская  Республика
2005-01-01,Мужчины,63.33,Республика Северная  Осетия – Алания
2005-01-01,Мужчины,67.52,Чеченская Республика 
2005-01-01,Мужчины,61.94,Ставропольский край
2005-01-01,Мужчины,58.92,Российская Федерация
2005-01-01,Мужчины,60.01,Центральный  федеральный округ
2005-01-01,Мужчины,62.22,Белгородская область
2005-01-01,Мужчины,56.06,Брянская область
2005-01-01,Мужчины,56.41,Владимирская область
2005-01-01,Мужчины,59.76,Воронежская область
2005-01-01,Мужчины,55.11,Ивановская область
2005-01-01,Мужчины,57.58,Калужская область
2005-01-01,Мужчины,55.93,Костромская область
2005-01-01,Мужчины,58.01,Курская область
2005-01-01,Мужчины,59.37,Липецкая область
2005-01-01,Мужчины,59.28,Московская область
2005-01-01,Мужчины,58.07,Орловская область
2005-01-01,Мужчины,56.8,Рязанская область
2005-01-01,Мужчины,55.17,Смоленская область
2005-01-01,Мужчины,58.61,Тамбовская область
2005-01-01,Мужчины,54.51,Тверская область
2005-01-01,Мужчины,55.98,Тульская область
2005-01-01,Мужчины,56.83,Ярославская область
2005-01-01,Мужчины,66.72,г. Москва
2005-01-01,Мужчины,57.48,Северо-Западный  федеральный округ
2005-01-01,Мужчины,55.03,Республика Карелия
2005-01-01,Мужчины,55.82,Республика Коми
2005-01-01,Мужчины,56.16,Архангельская область
2005-01-01,Мужчины,55.59,Ненецкий автономный округ
2005-01-01,Мужчины,56.18,Архангельская область  без автономного округа
2005-01-01,Мужчины,56.12,Вологодская область
2005-01-01,Мужчины,54.86,Калининградская область
2005-01-01,Мужчины,55.74,Ленинградская область
2005-01-01,Мужчины,57.65,Мурманская область
2005-01-01,Мужчины,54.74,Новгородская область
2005-01-01,Мужчины,53.81,Псковская область
2005-01-01,Мужчины,61.67,г. Санкт-Петербург
2005-01-01,Мужчины,61.05,Южный  федеральный округ
2005-01-01,Мужчины,61.93,Республика Адыгея
2005-01-01,Мужчины,61.17,Республика Калмыкия
2005-01-01,Мужчины,61.59,Краснодарский край
2005-01-01,Мужчины,58.44,Астраханская область
2005-01-01,Мужчины,60.74,Волгоградская область
2005-01-01,Мужчины,61.06,Ростовская область
2005-01-01,Мужчины,64.58,Северо-Кавказский  федеральный округ
2005-01-01,Мужчины,69.05,Республика Дагестан
2005-01-01,Мужчины,69.91,Республика Ингушетия 
2005-01-01,Мужчины,62.78,Кабардино-Балкарская  Республика
2005-01-01,Мужчины,63.65,Карачаево-Черкесская  Республика
2005-01-01,Мужчины,63.33,Республика Северная  Осетия – Алания
2005-01-01,Мужчины,67.52,Чеченская Республика 
2005-01-01,Мужчины,61.94,Ставропольский край
2010-01-01,Мужчины,63.09,Российская Федерация
2010-01-01,Мужчины,64.17,Центральный  федеральный округ
2010-01-01,Мужчины,66.03,Белгородская область
2010-01-01,Мужчины,61.47,Брянская область
2010-01-01,Мужчины,60.64,Владимирская область
2010-01-01,Мужчины,63.4,Воронежская область
2010-01-01,Мужчины,60.82,Ивановская область
2010-01-01,Мужчины,61.76,Калужская область
2010-01-01,Мужчины,61.34,Костромская область
2010-01-01,Мужчины,62.32,Курская область
2010-01-01,Мужчины,62.09,Липецкая область
2010-01-01,Мужчины,63.29,Московская область
2010-01-01,Мужчины,62.16,Орловская область
2010-01-01,Мужчины,61.22,Рязанская область
2010-01-01,Мужчины,60.06,Смоленская область
2010-01-01,Мужчины,62.97,Тамбовская область
2010-01-01,Мужчины,59.47,Тверская область
2010-01-01,Мужчины,60.75,Тульская область
2010-01-01,Мужчины,61.79,Ярославская область
2010-01-01,Мужчины,69.88,г. Москва
2010-01-01,Мужчины,62.94,Северо-Западный  федеральный округ
2010-01-01,Мужчины,59.82,Республика Карелия
2010-01-01,Мужчины,60.73,Республика Коми
2010-01-01,Мужчины,61.68,Архангельская область
2010-01-01,Мужчины,59.15,Ненецкий автономный округ
2010-01-01,Мужчины,61.77,Архангельская область  без автономного округа
2010-01-01,Мужчины,60.61,Вологодская область
2010-01-01,Мужчины,63.26,Калининградская область
2010-01-01,Мужчины,62.21,Ленинградская область
2010-01-01,Мужчины,62.69,Мурманская область
2010-01-01,Мужчины,58.47,Новгородская область
2010-01-01,Мужчины,58.04,Псковская область
2010-01-01,Мужчины,66.76,г. Санкт-Петербург
2010-01-01,Мужчины,64.67,Южный  федеральный округ
2010-01-01,Мужчины,64.28,Республика Адыгея
2010-01-01,Мужчины,63.85,Республика Калмыкия
2010-01-01,Мужчины,65.63,Краснодарский край
2010-01-01,Мужчины,63.32,Астраханская область
2010-01-01,Мужчины,64.09,Волгоградская область
2010-01-01,Мужчины,64.28,Ростовская область
2010-01-01,Мужчины,67.42,Северо-Кавказский  федеральный округ
2010-01-01,Мужчины,69.97,Республика Дагестан
2010-01-01,Мужчины,70.88,Республика Ингушетия 
2010-01-01,Мужчины,67.13,Кабардино-Балкарская  Республика
2010-01-01,Мужчины,67.29,Карачаево-Черкесская  Республика
2010-01-01,Мужчины,66.85,Республика Северная  Осетия – Алания
2010-01-01,Мужчины,68.31,Чеченская Республика 
2010-01-01,Мужчины,65.63,Ставропольский край
2011-01-01,Мужчины,64.04,Российская Федерация
2011-01-01,Мужчины,65.51,Центральный  федеральный округ
2011-01-01,Мужчины,66.22,Белгородская область
2011-01-01,Мужчины,62.28,Брянская область
2011-01-01,Мужчины,61.77,Владимирская область
2011-01-01,Мужчины,64.45,Воронежская область
2011-01-01,Мужчины,62.19,Ивановская область
2011-01-01,Мужчины,63.45,Калужская область
2011-01-01,Мужчины,62.67,Костромская область
2011-01-01,Мужчины,63.04,Курская область
2011-01-01,Мужчины,63.49,Липецкая область
2011-01-01,Мужчины,64.69,Московская область
2011-01-01,Мужчины,63.21,Орловская область
2011-01-01,Мужчины,63.03,Рязанская область
2011-01-01,Мужчины,61.83,Смоленская область
2011-01-01,Мужчины,63.93,Тамбовская область
2011-01-01,Мужчины,60.8,Тверская область
2011-01-01,Мужчины,62.47,Тульская область
2011-01-01,Мужчины,63.48,Ярославская область
2011-01-01,Мужчины,71.47,г. Москва
2011-01-01,Мужчины,64.17,Северо-Западный  федеральный округ
2011-01-01,Мужчины,61.75,Республика Карелия
2011-01-01,Мужчины,61.62,Республика Коми
2011-01-01,Мужчины,62.69,Архангельская область
2011-01-01,Мужчины,60.61,Ненецкий автономный округ
2011-01-01,Мужчины,62.78,Архангельская область  без автономного округа
2011-01-01,Мужчины,62.05,Вологодская область
2011-01-01,Мужчины,64.38,Калининградская область
2011-01-01,Мужчины,63.53,Ленинградская область
2011-01-01,Мужчины,62.97,Мурманская область
2011-01-01,Мужчины,59.71,Новгородская область
2011-01-01,Мужчины,60.3,Псковская область
2011-01-01,Мужчины,67.79,г. Санкт-Петербург
2011-01-01,Мужчины,65.3,Южный  федеральный округ
2011-01-01,Мужчины,65.8,Республика Адыгея
2011-01-01,Мужчины,65.18,Республика Калмыкия
2011-01-01,Мужчины,66.03,Краснодарский край
2011-01-01,Мужчины,64.24,Астраханская область
2011-01-01,Мужчины,64.9,Волгоградская область
2011-01-01,Мужчины,64.86,Ростовская область
2011-01-01,Мужчины,67.97,Северо-Кавказский  федеральный округ
2011-01-01,Мужчины,70.56,Республика Дагестан
2011-01-01,Мужчины,72.37,Республика Ингушетия 
2011-01-01,Мужчины,67.52,Кабардино-Балкарская  Республика
2011-01-01,Мужчины,67.64,Карачаево-Черкесская  Республика
2011-01-01,Мужчины,66.75,Республика Северная  Осетия – Алания
2011-01-01,Мужчины,68.61,Чеченская Республика 
2011-01-01,Мужчины,66.44,Ставропольский край
2012-01-01,Мужчины,64.56,Российская Федерация
2012-01-01,Мужчины,65.86,Центральный  федеральный округ
2012-01-01,Мужчины,66.48,Белгородская область
2012-01-01,Мужчины,62.59,Брянская область
2012-01-01,Мужчины,62.29,Владимирская область
2012-01-01,Мужчины,64.86,Воронежская область
2012-01-01,Мужчины,63.25,Ивановская область
2012-01-01,Мужчины,63.54,Калужская область
2012-01-01,Мужчины,63.62,Костромская область
2012-01-01,Мужчины,63.49,Курская область
2012-01-01,Мужчины,63.77,Липецкая область
2012-01-01,Мужчины,64.73,Московская область
2012-01-01,Мужчины,63.07,Орловская область
2012-01-01,Мужчины,63.79,Рязанская область
2012-01-01,Мужчины,62.44,Смоленская область
2012-01-01,Мужчины,64.62,Тамбовская область
2012-01-01,Мужчины,61.7,Тверская область
2012-01-01,Мужчины,62.67,Тульская область
2012-01-01,Мужчины,63.58,Ярославская область
2012-01-01,Мужчины,71.6,г. Москва
2012-01-01,Мужчины,64.84,Северо-Западный  федеральный округ
2012-01-01,Мужчины,61.42,Республика Карелия
2012-01-01,Мужчины,62.27,Республика Коми
2012-01-01,Мужчины,63.69,Архангельская область
2012-01-01,Мужчины,62.0,Ненецкий автономный округ
2012-01-01,Мужчины,63.8,Архангельская область  без автономного округа
